Category,Licence No.,Name,Business Phone,Business Phone Ext.,Licence Address Line 1,Licence Address Line 2,Licence Address Line 3,Endorsements,Latitude,Longitude
RETAIL STORE (FOOD),B50-4294291,QUICK STOP CONVENIENCE,4162617442,,876 DANFORTH RD,"TORONTO, ON",M1K 1H8,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;VAPOUR PRODUCTS (UNREGISTERED);",43.72838368,-79.25251125
RETAIL STORE (FOOD),B50-4293185,VATRA CHEESE & DELI,4163150457,CELL,3878 BLOOR ST W,"TORONTO, ON",M9B 1L3,FOODSTUFFS;,43.64062912,-79.5418576
PHARMACY,B50-4190364,MAIN DRUG MART,4163687900,,"1 OAK ST, #1&2","TORONTO, ON",M5A 0A1,FOODSTUFFS;,43.66064053,-79.36606947
PHARMACY,B50-4294492,BONIFACE PARK PHARMACY,4162640771,,3545 KINGSTON RD,"TORONTO, ON",M1M 1R7,FOODSTUFFS;,43.73893744,-79.21581238
RETAIL STORE (FOOD),B50-4292899,BLEND JUICE BAR,6473427246,,"145 KING ST W, #6","TORONTO, ON",M5H 1J8,REFRESHMENTS;,43.64746426,-79.38392591
RETAIL STORE (FOOD),B50-4294576,ORGANIC BOUTIQUE,4165363851,,970 QUEEN ST W,"TORONTO, ON",M6J 1H1,REFRESHMENTS;,43.6446629,-79.41777602
RETAIL STORE (FOOD),B50-4294296,TANDORI,4169649995,,"2 BLOOR ST E, F6","TORONTO, ON",M4W 1A8,REFRESHMENTS;,43.67072784,-79.38555472
RETAIL STORE (FOOD),B50-4292279,TOTUM LIFE SCIENCE,4169792449,,"2 ROXBOROUGH ST E, #2","TORONTO, ON",M4W 3V7,FOODSTUFFS;,43.67815595,-79.38965895
RETAIL STORE (FOOD),B50-4292281,TOTUM LIFE SCIENCE,4169792449,,"1073 YONGE ST, FL2","TORONTO, ON",M4W 2L2,REFRESHMENTS;,43.67890636,-79.38994987
RETAIL STORE (FOOD),B50-4294547,CHELWOOD CONVENIENCE STORE,,,1 CHELWOOD RD,"TORONTO, ON",M1K 2K5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.72516293,-79.27564464
RETAIL STORE (FOOD),B50-4295034,KUNG FU DUCK,6478358489,,"10 NORTHTOWN WAY, #106","TORONTO, ON",M2N 7L4,REFRESHMENTS;,43.77582619,-79.41324087
PHARMACY,B50-4295044,TOTAL HEALTH PHARMACY,4167397800,,2100 FINCH AVE W,"TORONTO, ON",M3N 2Z9,FOODSTUFFS;,43.75616865,-79.52511695
RETAIL STORE (FOOD),B50-4295062,SHANGHAI 360,6472911153,CELL,"3401 DUFFERIN ST, FC13","TORONTO, ON",M6A 2T9,REFRESHMENTS;,43.72607903,-79.45147044
RETAIL STORE (FOOD),B50-4293697,CAVIAR DIRECT,4163613422,,"93 FRONT ST E, B4","TORONTO, ON",M5E 1C3,FOODSTUFFS;,43.64915322,-79.37161359
RETAIL STORE (FOOD),B50-4293482,MICHAELS OF CANADA,9728314149,,30 BILLY BISHOP WAY,"TORONTO, ON",M3K 2C8,REFRESHMENTS;,43.73276086,-79.45341439
RETAIL STORE (FOOD),B50-4295121,PARMA PIZZA,4167801477,,716 SCARLETT RD,"TORONTO, ON",M9P 2T5,REFRESHMENTS;,43.69545891,-79.52063612
RETAIL STORE (FOOD),B50-4290950,DOLLARAMA #631,5147371006,1433,"2561 ST CLAIR AVE W, B-7","TORONTO, ON",M6N 4Z5,FOODSTUFFS;,43.66738779,-79.48737578
RETAIL STORE (FOOD),B50-4293082,DONG MING HONG TRADING,4164654928,,357 BROADVIEW AVE,"TORONTO, ON",M4M 2H1,FOODSTUFFS;,43.66529866,-79.3522644
RETAIL STORE (FOOD),B50-4295243,HOWARD CONVENIENCE,4169643953,,27 HOWARD ST,"TORONTO, ON",M4X 1J6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;VAPOUR PRODUCTS (UNREGISTERED);",43.671128,-79.37500364
RETAIL STORE (FOOD),B50-4295331,1 PLUS 1 PIZZA,4166560656,,361 OAKWOOD AVE,"TORONTO, ON",M6E 2W1,REFRESHMENTS;,43.68724504,-79.43842355
RETAIL STORE (FOOD),B50-4295349,KIMKOS PINKBERRY,4163636884,,"161 BAY ST, C130","TORONTO, ON",M5J 2S1,REFRESHMENTS;,43.64652765,-79.37877908
RETAIL STORE (FOOD),B50-4296258,BOOSTER JUICE,4166678881,,"2081 STEELES AVE W, G3","TORONTO, ON",M3J 3N3,REFRESHMENTS;,43.78610352,-79.47399198
RETAIL STORE (FOOD),B50-4295533,KANTO BY TITA FLIPS,,,"707 DUNDAS ST W, #2B","TORONTO, ON",M5T 2W6,REFRESHMENTS;,43.6517857,-79.40489389
GROCERY STORE,B50-4295559,ERAA SUPERMARKET & WHOLESALE,4162922622,,5930 FINCH AVE E,"TORONTO, ON",M1B 5P8,REFRESHMENTS;,43.81771861,-79.22303564
RETAIL STORE (FOOD),B50-4294419,VILLAGE SMOKE & CONVENIENCE,4162989480,,"790 MILITARY TRAIL, #3","TORONTO, ON",M1E 4P7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.79021118,-79.19546293
RETAIL STORE (FOOD),B50-4295522,LUCKY CONVENIENCE AND BARGAIN,4167701380,CELL,2248 BIRCHMOUNT RD,"TORONTO, ON",M1T 2M2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.78031754,-79.29799554
RETAIL STORE (FOOD),B50-4295342,BIG BEE CONVENIENCE,4169223030,,9 SCOLLARD ST,"TORONTO, ON",M5R 1G3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.67247278,-79.3882275
RETAIL STORE (FOOD),B50-4294744,LITTLE CEASERS,,,2065 LAWRENCE AVE E,"TORONTO, ON",M1R 2Z4,REFRESHMENTS;,43.74518572,-79.29388755
RETAIL STORE (FOOD),B50-4295989,NEW YORK NEWS CAFE,,,"250 FRONT ST W, #1TFL","TORONTO, ON",M5V 3G5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.64442649,-79.38770643
RETAIL STORE (FOOD),B50-4296067,TIM HORTON'S,,,135 REXDALE BLVD,"TORONTO, ON",M9W 1P7,REFRESHMENTS;,43.71108995,-79.56703813
RETAIL STORE (FOOD),B50-4296105,SALAD DAYS,,,"2 BLOOR ST W, C32","TORONTO, ON",M4W 3E2,REFRESHMENTS;,43.67040902,-79.38723329
RETAIL STORE (FOOD),B50-4296147,CHARLEY'S GRILLED SUBS,4167989914,,"500 REXDALE BLVD, L003","TORONTO, ON",M9W 6K5,REFRESHMENTS;,43.72038522,-79.60006398
RETAIL STORE (FOOD),B50-4296263,ROSEWOOD VARIETY,4162984138,,129 MONTEZUMA TRAIL,"TORONTO, ON",M1V 1K4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.81042657,-79.27981475
GROCERY STORE,B50-4294858,RABBA MARCHE,4169775463,,126 SIMCOE ST,"TORONTO, ON",M5H 4E6,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.64899033,-79.38700806
RETAIL STORE (FOOD),B50-4296320,PRAIRIE GIRL BAKERY,4165042253,,77 ADELAIDE ST W,"TORONTO, ON",M5H 1P9,REFRESHMENTS;BAKE SHOP;,43.64939791,-79.38217806
GROCERY STORE,B50-4296300,SUN SUN FRUIT MARKET,6472961888,,1162 ST CLAIR AVE W,"TORONTO, ON",M6E 1B3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.67823445,-79.4428355
RETAIL STORE (FOOD),B50-4295814,REGINA'S KITCHEN,4166366446,,844 SHEPPARD AVE W,"TORONTO, ON",M3H 2T5,FOODSTUFFS;BAKE SHOP;,43.75285104,-79.45244333
RETAIL STORE (FOOD),B50-4296624,ELITE BAKERY PASTRY & DELICATESSEN,,,"1961 KENNEDY RD, #3","TORONTO, ON",M1P 5A2,FOODSTUFFS;BAKE SHOP;,43.76929551,-79.28182525
RETAIL STORE (FOOD),B50-4744645,THAI EXPRESS,,,"4841 YONGE ST, #207","TORONTO, ON",M2N 5X2,REFRESHMENTS;,43.76239518,-79.41076924
RETAIL STORE (FOOD),B50-4294647,IT'S THE ICING ON THE CAKE,4164694973,,"1238 QUEEN ST E, G","TORONTO, ON",M4L 1C3,REFRESHMENTS;BAKE SHOP;,43.66358053,-79.32973903
GROCERY STORE,B50-4295503,SUNCITY SUPERMARKET,4167246666,,"2761 MARKHAM RD, #11-12","TORONTO, ON",M1X 1M4,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.82128774,-79.24591579
RETAIL STORE (FOOD),B50-4296710,MELLACI VARIETY SHOP,6474308424,,1117A DUFFERIN ST,"TORONTO, ON",M6H 4B7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",0,0
RETAIL STORE (FOOD),B50-4296814,DICKENS RESTAURANT,4164182392,,"8 GLEN WATFORD DR, G8","TORONTO, ON",M1S 2C1,REFRESHMENTS;,43.78659019,-79.27668991
RETAIL STORE (FOOD),B50-4292078,COSMO'S SPORT CAFE,4162350860,,155 CULFORD RD,"TORONTO, ON",M6M 4K6,REFRESHMENTS;,43.70595073,-79.4871598
RETAIL STORE (FOOD),B50-4734468,SQUISH CANDY,4166958335,,"300 BOROUGH DR, #771","TORONTO, ON",M1P 4P5,FOODSTUFFS;,43.77629186,-79.2580219
GROCERY STORE,B50-4291401,REAL FRUIT BUBBLE TEA,4168263512,,"1000 GERRARD ST E, K9","TORONTO, ON",M4M 3G6,REFRESHMENTS;,43.66941811,-79.33929344
RETAIL STORE (FOOD),B50-4297110,ONE MORE CONVENIENCE,4169212882,,21 HOWARD ST,"TORONTO, ON",M4X 1J6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.67113367,-79.37523489
RETAIL STORE (FOOD),B50-4296946,SEABORN,4167841266,,"3250 MIDLAND AVE, C109","TORONTO, ON",M1V 0C8,FOODSTUFFS;,43.80486751,-79.28799214
RETAIL STORE (FOOD),B50-4296845,PARK DISCOUNT,4164663015,,1612 QUEEN ST E,"TORONTO, ON",M4L 1G2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66655822,-79.31682442
RETAIL STORE (FOOD),B50-4297237,BARGAIN VARIETY,4168500057,,1577 LAWRENCE AVE W,"TORONTO, ON",M6L 1C4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.70541807,-79.48947211
RETAIL STORE (FOOD),B50-4292230,BROADVIEW BAKERY AND DELI,4164662118,,728 QUEEN ST E,"TORONTO, ON",M4M 1H2,REFRESHMENTS;BAKE SHOP;,43.6592131,-79.34925076
RETAIL STORE (FOOD),B50-4295767,BULK BARN,5199813803,,"5230 DUNDAS ST W, #14","TORONTO, ON",M9B 1A8,FOODSTUFFS;,43.64026987,-79.53813239
RETAIL STORE (FOOD),B50-4536809,MAGNOTTA WINERY,9057389463,,"1320 CASTLEFIELD AVE, BLD D","TORONTO, ON",M6B 4B3,REFRESHMENTS;,43.6986071,-79.46199232
RETAIL STORE (FOOD),B50-4297521,LAPSLEY FOOD & CONVENIENCE,4162920459,,35 LAPSLEY RD,"TORONTO, ON",M1B 1K1,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.79578196,-79.22619559
RETAIL STORE (FOOD),B50-4297742,FOOD AVA,6473477065,,193 SHEPPARD AVE E,"TORONTO, ON",M2N 3A8,REFRESHMENTS;,43.76381222,-79.3991672
PHARMACY,B50-4296982,OAKDALE PHARMACY,4167453022,,2065 FINCH AVE W,"TORONTO, ON",M3N 2V7,FOODSTUFFS;,43.75573938,-79.52328761
RETAIL STORE (FOOD),B50-4297706,DING TAI GREEN ICE TEA,6479967388,,"449 DUNDAS ST W, MAIN FLR","TORONTO, ON",M5T 1G8,REFRESHMENTS;,43.65314915,-79.39622556
RETAIL STORE (FOOD),B50-4297983,DUNDAS FOOD MART,4167699704,,"4020 DUNDAS ST W, #8","TORONTO, ON",M6S 4W6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66491681,-79.50279291
RETAIL STORE (FOOD),B50-4298013,CARLTON CONVENIENCE STORE,4163607108,,230 BATHURST ST,"TORONTO, ON",M5T 2S3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.64889637,-79.40491008
RETAIL STORE (FOOD),B50-4297149,CORNER MART,4162998717,,"3095 EGLINTON AVE E, #2","TORONTO, ON",M1J 2E9,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.7414315,-79.22562199
RETAIL STORE (FOOD),B50-4298055,DOLLARAMA,5147371006,1433,680 KENNEDY RD,"TORONTO, ON",M1K 2B5,FOODSTUFFS;,43.72706421,-79.26623484
RETAIL STORE (FOOD),B50-4298107,SANAGAN'S MEAT LOCKER,4165939747,,176 BALDWIN ST,"TORONTO, ON",M5T 1L8,REFRESHMENTS;,43.65493802,-79.40083346
RETAIL STORE (FOOD),B50-4294253,HOMESENSE,9054058000,,"80 SPADINA AVE, #206","TORONTO, ON",M5V 2J4,FOODSTUFFS;,43.64605736,-79.39562143
RETAIL STORE (FOOD),B50-4297646,SUPER JUG MART CONVENIENCE STORE,4167661052,,289 JANE ST,"TORONTO, ON",M6S 3Z3,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;BAKE SHOP;",43.65632342,-79.48689899
RETAIL STORE (FOOD),B50-4297539,JOY CONVENIENCE,4162059952,,"736 BAY ST, #4","TORONTO, ON",M5G 2N4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.65935206,-79.38565028
RETAIL STORE (FOOD),B50-4291117,CUISINE OF INDIA CATERING,4162290377,,"40 MAGNETIC DR, #62","TORONTO, ON",M3J 2C4,REFRESHMENTS;,43.782149,-79.47269498
RETAIL STORE (FOOD),B50-4298324,BENTO SUSHI,9055130028,,200 ELIZABETH ST,"TORONTO, ON",M5G 2C4,FOODSTUFFS;,43.65922378,-79.38724521
PHARMACY,B50-4296688,SHOPPERS DRUG MART,4165165756,,1033 QUEEN ST W,"TORONTO, ON",M6J 0A6,FOODSTUFFS;,43.64375287,-79.41943856
RETAIL STORE (FOOD),B50-4297139,PISCES GOURMET,4169218888,,1097 YONGE ST,"TORONTO, ON",M4W 2L7,REFRESHMENTS;,43.68004154,-79.39055684
RETAIL STORE (FOOD),B50-4295679,LITTLE CAESARS PIZZA,,,"452 RATHBURN RD, #7","TORONTO, ON",M9C 3S8,REFRESHMENTS;,43.65314265,-79.57334036
RETAIL STORE (FOOD),B50-4298450,M&M MEAT SHOPS #100,4162438878,,"2625B WESTON RD, #4","TORONTO, ON",M9N 3W1,FOODSTUFFS;,0,0
RETAIL STORE (FOOD),B50-4298459,AYAM BAKERY & PIZZA,4162692926,,"3095 EGLINTON AVE E, #1","TORONTO, ON",M1J 2E9,FOODSTUFFS;,43.7414315,-79.22562199
RETAIL STORE (FOOD),B50-4295197,JAC'S MILK,,,"2491 LAKE SHORE BLVD W, #2","TORONTO, ON",M8V 1C5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.61288783,-79.48931052
RETAIL STORE (FOOD),B50-4297565,KALAIMAHAL BOOKS & CONVENIENCE STORE,4169215018,,566 PARLIAMENT ST,"TORONTO, ON",M4X 1P8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66737122,-79.3695678
RETAIL STORE (FOOD),B50-4298090,DOLLAR KING PARTY SUPPLIES,4169179359,,"1701 MARTIN GROVE RD, #6","TORONTO, ON",M9V 4N4,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.73318967,-79.58874818
RETAIL STORE (FOOD),B50-4296779,MASTERMIND TOYS,4163218984,264,3350 YONGE ST,"TORONTO, ON",M4N 2M7,FOODSTUFFS;,43.73198631,-79.40435816
RETAIL STORE (FOOD),B50-4296783,MASTERMIND TOYS,4163218984,264,639 MOUNT PLEASANT RD,"TORONTO, ON",M4S 2M9,FOODSTUFFS;,43.70485476,-79.38843666
RETAIL STORE (FOOD),B50-4296790,MASTERMIND TOYS,4163218984,264,"4242 DUNDAS ST W, #4-6","TORONTO, ON",M8X 1Y6,FOODSTUFFS;,43.659934,-79.51404157
RETAIL STORE (FOOD),B50-4296788,MASTERMIND TOYS,4163218984,264,2134 QUEEN ST E,"TORONTO, ON",M4E 1E3,FOODSTUFFS;,43.67158647,-79.29371468
RETAIL STORE (FOOD),B50-4295804,MASALA KITCHEN,4167469746,,2497 FINCH AVE W,"TORONTO, ON",M9M 2G1,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.749566,-79.55311169
RETAIL STORE (FOOD),B50-4298390,GRAND-BARGAIN JUNCTION GARDENS POST OUTLET,4167690365,,2938 DUNDAS ST W,"TORONTO, ON",M6P 1Y8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66572172,-79.46752211
RETAIL STORE (FOOD),B50-4298050,DOLLARAMA,5147371006,1433,"2340 DUNDAS ST W, G-01","TORONTO, ON",M6P 4A9,FOODSTUFFS;,43.65672386,-79.45227259
RETAIL STORE (FOOD),B50-4294861,DOLLARAMA STORE #736,5147371006,1433,226 FRONT ST E,"TORONTO, ON",M5A 1E7,FOODSTUFFS;,43.65115872,-79.36518186
GROCERY STORE,B50-4294939,LA SALUMERIA DELICATESSEN FOODS,4164868327,,2021 YONGE ST,"TORONTO, ON",M4S 2A2,FOODSTUFFS;BAKE SHOP;,43.70135273,-79.39696434
RETAIL STORE (FOOD),B50-4293252,BOLLYWOOD 4 U,4164388600,,639 MARKHAM RD,"TORONTO, ON",M1H 2A4,FOODSTUFFS;,43.76108234,-79.22403443
RETAIL STORE (FOOD),B50-4298980,BULK BARN,,,"91 LAIRD DR, #2","TORONTO, ON",M4G 3T7,FOODSTUFFS;,43.70634652,-79.36029737
RETAIL STORE (FOOD),B50-4299089,CHIPOTLE MEXICAN GRILL,4164175123,,"3401 DUFFERIN ST, FC04","TORONTO, ON",M6A 2T9,REFRESHMENTS;,43.72607903,-79.45147044
RETAIL STORE (FOOD),B50-4298807,VILLAGE CHILL,4164812117,,325B LONSDALE RD,"TORONTO, ON",M4V 1X3,REFRESHMENTS;,43.68861322,-79.41227823
RETAIL STORE (FOOD),B50-4293547,ADRIANO'S PIZZA & PASTA,4167924074,,3329 LAKE SHORE BLVD W,"TORONTO, ON",M8W 1N1,REFRESHMENTS;,43.59620669,-79.52509689
RETAIL STORE (FOOD),B50-4299207,VINAYAKA CONVENIENCE & VARIETY STORE,4162472267,,1682B JANE ST,"TORONTO, ON",M9N 2S2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.70264351,-79.50409249
RETAIL STORE (FOOD),B50-4299231,GATEWAY NEWSTANDS,4166668539,CELL,4021 YONGE ST,"TORONTO, ON",M2P 1N6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.74400048,-79.40632156
RETAIL STORE (FOOD),B50-4299244,KIN KIN BUBBLE TEA,4169134215,,"1571 SANDHURST CIR, #165","TORONTO, ON",M1V 1V2,REFRESHMENTS;,43.80922934,-79.26931529
RETAIL STORE (FOOD),B50-4297779,TORONTO KOSHER,4167895333,,3459 BATHURST ST,"TORONTO, ON",M6A 2C5,REFRESHMENTS;,43.72861005,-79.43156766
RETAIL STORE (FOOD),B50-4298056,DOLLARAMA,5147371006,1433,2064 DANFORTH AVE,"TORONTO, ON",M4C 1J6,FOODSTUFFS;,43.68579488,-79.31339837
PHARMACY,B50-4298188,SCARBOROUGH PHARMACY,4167518784,,"2296 EGLINTON AVE E, #5","TORONTO, ON",M1K 2M2,FOODSTUFFS;,43.73092615,-79.27576194
RETAIL STORE (FOOD),B50-4298627,CARRIBEAN QUEEN OF PATTIES,4165381732,,1294 BLOOR ST W,"TORONTO, ON",M6H 1N9,REFRESHMENTS;,43.65862557,-79.44216746
GROCERY STORE,B50-4299482,COURAGE FOODS,4166932233,,946 KINGSTON RD,"TORONTO, ON",M4E 1S7,FOODSTUFFS;,43.68070639,-79.28797813
RETAIL STORE (FOOD),B50-4299491,THE FRENCH QUARTER CONVENIENCE,,,"120 LOMBARD ST, #3","TORONTO, ON",M5C 3H5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.65239537,-79.37307433
RETAIL STORE (FOOD),B50-4296905,WALMART SUPERCENTRE,9058212111,75205,3495 LAWRENCE AVE E,"TORONTO, ON",M1H 1B3,FOODSTUFFS;MOTOR OIL;,43.75874732,-79.2291361
RETAIL STORE (FOOD),B50-4298765,SIMPLY FROSTED CUPCAKERY,,,"5550 LAWRENCE AVE E, #5","TORONTO, ON",M1C 3B2,FOODSTUFFS;BAKE SHOP;,43.77986854,-79.13730214
RETAIL STORE (FOOD),B50-4299624,DAISY MART #86050,,,136 DAWES RD,"TORONTO, ON",M4C 5B9,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.69343793,-79.29746236
RETAIL STORE (FOOD),B50-4298389,JUGO JUICE,6479665846,,"3300 BLOOR ST W, #100","TORONTO, ON",M8X 2W8,REFRESHMENTS;,43.64534461,-79.52281063
RETAIL STORE (FOOD),B50-4299649,DAISY MART,4164848777,,"500 ORIOLE PKY, #4","TORONTO, ON",M5P 2H8,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.70464625,-79.40633517
RETAIL STORE (FOOD),B50-4299811,CAROUSEL BAKERY,4163634247,,"93 FRONT ST E, #3738","TORONTO, ON",M5E 1C3,FOODSTUFFS;BAKE SHOP;,43.64915322,-79.37161359
GROCERY STORE,B50-4295909,GOOD MAN CHINESE HERBS & FOODS,4165973297,,"222 SPADINA AVE, #102 C","TORONTO, ON",M5T 3B3,FOODSTUFFS;,43.65093724,-79.397841
RETAIL STORE (FOOD),B50-4297324,BENTO SUSHI,9055130028,,291 YORK MILLS RD,"TORONTO, ON",M2L 1L3,REFRESHMENTS;,43.7471273,-79.38556007
RETAIL STORE (FOOD),B50-4299818,RUNNING ROOM,7804393099,,"55 KING ST W, #5","TORONTO, ON",M5H 1L9,FOODSTUFFS;,43.64829464,-79.38098433
RETAIL STORE (FOOD),B50-4299628,DIXON MILK 2012,4162484013,,"10 DIXON RD, #57","TORONTO, ON",M9P 2L1,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.70125562,-79.52841684
RETAIL STORE (FOOD),B50-4200109,VEDA HEALTHY INDIAN TAKEOUT,4162308277,,10 KING'S COLLEGE RD,"TORONTO, ON",M5S 3G4,REFRESHMENTS;,43.6600212,-79.39471048
RETAIL STORE (FOOD),B50-4179635,DANLEIGH GIFT SHOP,4165198880,,"900 YORK MILLS RD, MAIN FL","TORONTO, ON",M3B 3H2,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.7571678,-79.35082144
RETAIL STORE (FOOD),B50-4200209,ARLINGTON SUPER VARIETY,4166586048,,776 ST CLAIR AVE W,"TORONTO, ON",M6C 1B6,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.68123431,-79.42920709
RETAIL STORE (FOOD),B50-4298116,BODY BLITZ SPA,4168796148,,497 KING ST E,"TORONTO, ON",M5A 1L9,REFRESHMENTS;,43.65440607,-79.35955161
RETAIL STORE (FOOD),B50-4200258,RIVER VARIETY,4167032989,,117 RIVER ST,"TORONTO, ON",M5A 3P5,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66084108,-79.35776377
RETAIL STORE (FOOD),B50-4297750,SUPPERWORKS,4163542220,,4868 DUNDAS ST W,"TORONTO, ON",M9A 1B5,FOODSTUFFS;,43.64998162,-79.52809661
RETAIL STORE (FOOD),B50-4298038,LESLIE KITCHEN FOOD FAIR,4164957788,,5889 LESLIE ST,"TORONTO, ON",M2H 1J8,FOODSTUFFS;,43.79835467,-79.36961576
PHARMACY,B50-4298591,NORTHTOWN WAY PHARMACY,4162264141,,"10 NORTHTOWN WAY, #114","TORONTO, ON",M2N 7L4,FOODSTUFFS;,43.77582619,-79.41324087
GROCERY STORE,B50-4298331,REAL FRUIT BUBBLE TEA INC,4168263512,,"45 OVERLEA BLVD, #167","TORONTO, ON",M4H 1C3,FOODSTUFFS;,43.70554671,-79.3462589
RETAIL STORE (FOOD),B50-4298578,SERANO BAKERY,4164622735,,"830 PAPE AVE, #1,2 & 5","TORONTO, ON",M4K 3T5,REFRESHMENTS;,43.68281802,-79.34677201
RETAIL STORE (FOOD),B50-4200500,DAISY MART,4164316804,,"3340 LAWRENCE AVE E, #3","TORONTO, ON",M1H 1A7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.75855249,-79.23373265
RETAIL STORE (FOOD),B50-4296899,WALMART SUPERCENTRE,9058212111,75205,1700 WILSON AVE,"TORONTO, ON",M3L 1B2,REFRESHMENTS;MOTOR OIL;,43.7209713,-79.51253119
RETAIL STORE (FOOD),B50-4296898,WALMART SUPERCENTRE,9058212111,75205,1000 GERRARD ST E,"TORONTO, ON",M4M 3G6,FOODSTUFFS;MOTOR OIL;,43.66941811,-79.33929344
RETAIL STORE (FOOD),B50-4298686,HUMBERTOWN CONVENIENCE,4162319515,,"270 THE KINGSWAY, #29","TORONTO, ON",M9A 3T7,"CIGARS, CIGARETTES & TOBACCO;FOODSTUFFS;",43.66178181,-79.51982733
PHARMACY,B50-4200608,SHOPPERS DRUG MART,4162392309,,1500 ISLINGTON AVE,"TORONTO, ON",M9A 3L8,FOODSTUFFS;,43.66295119,-79.53174789
GROCERY STORE,B50-4200637,CHAPMAN'S SPECIALTY FOODS,4164444477,,"1875 LESLIE ST, #3","TORONTO, ON",M3B 2M5,FOODSTUFFS;BAKE SHOP;,43.75640717,-79.3591864
RETAIL STORE (FOOD),B50-4539204,BED BATH & BEYOND,4168652324,,"382 YONGE ST, FL2","TORONTO, ON",M5B 1S8,FOODSTUFFS;,43.65928486,-79.38251503
RETAIL STORE (FOOD),B50-4539745,EMMETT CONVENIENCE,4162484645,,"55 EMMETT AVE, #1","TORONTO, ON",M6M 2E4,"CIGARS, CIGARETTES & TOBACCO;REFRESHMENTS;",43.68864521,-79.5034323
RETAIL STORE (FOOD),B50-4297612,COCO CRAFTED ORGANIC CHOCOLATES,,,365 JANE ST,"TORONTO, ON",M6S 2E2,REFRESHMENTS;,43.65764777,-79.48749338
GROCERY STORE,B50-4299860,RONCES GREENFIELD MARKET,4165888389,,7 RONCESVALLES AVE,"TORONTO, ON",M6R 2K2,REFRESHMENTS;,43.63917651,-79.4459896
RETAIL STORE (FOOD),B50-4298292,BOURBON ST. GRILL,4162858008,,"1 EGLINTON SQ, #129","TORONTO, ON",M1L 2K1,REFRESHMENTS;,43.72301277,-79.30082595
RETAIL STORE (FOOD),B50-4297710,CHOPSTIXPRESS,4162452362,,"2270 KEELE ST, #3","TORONTO, ON",M6M 3Y9,REFRESHMENTS;,43.70254905,-79.47720488
PHARMACY,B50-4299895,CARE AND HEALTH CENTRE PHARMACY,4163572565,,2928 DANFORTH AVE,"TORONTO, ON",M4C 1M1,FOODSTUFFS;,43.69027902,-79.2935332
GROCERY STORE,B50-4200907,SUPER KABUL FARMS SUPERMARKET,4162457679,,"40 BEVERLY HILLS DR, #44-46","TORONTO, ON",M3L 1A1,REFRESHMENTS;,43.71860904,-79.51192135
RETAIL STORE (FOOD),B50-4299921,OURWELLNESS,,,2465 YONGE ST,"TORONTO, ON",M4P 2H6,FOODSTUFFS;,43.71153745,-79.39908607
RETAIL STORE (FOOD),B50-4299785,ST MATTHEW'S B B Q CHICKEN,4166584126,,"527 ROGERS RD, MAIN FLOOR","TORONTO, ON",M6M 1B3,REFRESHMENTS;,43.68209811,-79.46903679
